iter	Logloss
118	0.5087892999
119	0.508011022
120	0.5072597979
121	0.5064683297
122	0.5056824692
123	0.5049313096
124	0.5042493004
125	0.5034579488
126	0.5024472809
127	0.5018047515
128	0.5011843997
129	0.5004712544
130	0.4998081558
131	0.4988838299
132	0.498125461
133	0.4975114907
134	0.4966820763
135	0.4957563907
136	0.4950993658
137	0.4942346512
138	0.4934951012
139	0.4929084173
140	0.4922188703
141	0.4915861882
142	0.4909787253
143	0.4902151451
144	0.4896458537
145	0.4887550123
146	0.4879040945
147	0.4872706524
148	0.486761309
149	0.4861042921
150	0.485374839
151	0.4847215074
152	0.4841336879
153	0.4835547197
154	0.4828459203
155	0.4822032697
156	0.4816593265
157	0.4810787227
158	0.4803616659
159	0.4797706338
160	0.4790823307
161	0.4785036765
162	0.4778567856
163	0.477276395
164	0.4765774614
165	0.4760135761
166	0.4754808609
167	0.4748260159
168	0.4742400944
169	0.4736796356
170	0.4731373678
171	0.4724883046
172	0.4717148938
173	0.471002914
174	0.4703545582
175	0.4697642448
176	0.4692057336
177	0.4684815129
178	0.4678969319
179	0.467282122
180	0.46674047
181	0.4660413595
182	0.4653369236
183	0.4646371792
184	0.4639552149
185	0.4630942462
186	0.4624742124
187	0.4618516212
188	0.4612453968
189	0.4606450213
190	0.459894295
191	0.4592954132
192	0.4585979818
193	0.4580571383
194	0.4576208491
195	0.457143306
196	0.4565916334
197	0.4560314299
198	0.4555161742
199	0.4549634845
200	0.4542831105
201	0.4536305935
202	0.4530387036
203	0.4525472896
204	0.4520131038
205	0.4515074878
206	0.4509448177
207	0.4505656643
208	0.4499233324
209	0.4494680572
210	0.4489437718
211	0.44841243
212	0.4477461923
213	0.4471359918
214	0.4466223969
215	0.4460844092
216	0.4455315181
217	0.4449486318
218	0.4444343588
219	0.4438635398
220	0.4433385633
221	0.4428028226
222	0.4422710701
223	0.4418693331
224	0.4413387499
225	0.4408417303
226	0.4403175599
227	0.4397834203
228	0.4391721984
229	0.4387439141
230	0.4381758824
231	0.4377148574
232	0.4372925815
233	0.4367605119
234	0.4362815469
235	0.4358308945
236	0.4353976088
237	0.4349832742
238	0.4344196477
239	0.4339971284
240	0.4335591884
241	0.432954344
242	0.43247032
243	0.4320290918
244	0.4316064483
245	0.4311179574
246	0.4307007939
247	0.4303369663
248	0.4299222736
249	0.4293218976
250	0.4288520805
251	0.4283246496
252	0.4277594811
253	0.427128635
254	0.4267028568
255	0.4262193401
256	0.4257059779
257	0.4251712057
258	0.4246798163
259	0.4240482451
260	0.4234984528
261	0.4229584162
262	0.4224595425
263	0.4220530239
264	0.4216710951
265	0.4212237296
266	0.4206902848
267	0.420235251
268	0.4196939238
269	0.4192614992
270	0.418760119
271	0.4183633792
272	0.4179304161
273	0.4175740186
274	0.4171787798
275	0.4165629263
276	0.4161323232
277	0.4155431747
278	0.4151816617
279	0.4146247896
280	0.4141564564
281	0.413772431
282	0.4132957269
283	0.4128820101
284	0.4123341759
285	0.4119655493
286	0.4115004501
287	0.4111683439
288	0.4106677764
289	0.4102900659
290	0.4099176428
291	0.4095271336
292	0.409150309
293	0.4087384651
294	0.4084221306
295	0.4079849108
296	0.4076109038
297	0.4072045836
298	0.4068201158
299	0.4064568578
300	0.4060990812
301	0.4057406102
302	0.405470749
303	0.4050971553
304	0.4047024221
305	0.4041408206
306	0.4038198176
307	0.4033929179
308	0.4029432779
309	0.4025005684
310	0.4019782734
311	0.4016324991
312	0.4012109101
313	0.4007211668
314	0.4002806478
315	0.3998746088
316	0.3994560169
317	0.3990801173
318	0.3986617658
319	0.3982589537
320	0.3978809059
321	0.3973819898
322	0.3970716093
323	0.396633348
324	0.3961730555
325	0.3957850989
326	0.3954174738
327	0.395033868
328	0.3946078852
329	0.3942488192
330	0.3938802443
331	0.3935134221
332	0.3930656737
333	0.3925628027
334	0.3922460868
335	0.3917611127
336	0.3913251973
337	0.391005829
338	0.3906307508
339	0.3902933262
340	0.3899779908
341	0.3896389651
342	0.3892363192
343	0.3888859262
344	0.3885189767
345	0.3881612191
346	0.3877357462
347	0.3873630873
348	0.3870365092
349	0.3866582911
350	0.3862416999
351	0.38591405
352	0.3855832778
353	0.3850600084
354	0.3846731712
355	0.3841836278
356	0.383814218
357	0.3834313544
358	0.3830763316
359	0.3827199827
360	0.3823065841
361	0.3818409299
362	0.3815261566
363	0.3810849484
364	0.3807644021
365	0.3802907732
366	0.3799430565
367	0.3795197825
368	0.3790361387
369	0.3787099176
370	0.3782708894
371	0.3779517468
372	0.3776282328
373	0.3772175252
374	0.3767788372
375	0.376476008
376	0.3761823903
377	0.3758180441
378	0.3754403357
379	0.3750242978
380	0.3746141485
381	0.3742509311
382	0.373953764
383	0.3735800321
384	0.3731778337
385	0.3728289175
386	0.3725325498
387	0.3722594393
388	0.3719314694
389	0.3715226709
390	0.3712170161
391	0.3709036509
392	0.3705435145
393	0.3702371457
394	0.3698873702
395	0.3696022873
396	0.3692795592
397	0.3690250391
398	0.3687431537
399	0.3683859415
400	0.3678887977
401	0.367523844
402	0.3672644693
403	0.3669748395
404	0.3665744394
405	0.3661756422
406	0.365797627
407	0.3654440064
408	0.365132489
409	0.3647954455
410	0.3644335382
411	0.3641647451
412	0.3638086438
413	0.363581549
414	0.3632244222
415	0.3629382627
416	0.3625164963
417	0.3622351498
418	0.3618809409
419	0.3616298404
420	0.3613111169
421	0.3609574074
422	0.360567687
423	0.3601794558
424	0.3599192232
425	0.3596440375
426	0.3593185071
427	0.3590529932
428	0.3587361937
429	0.3583806473
430	0.3580505741
431	0.3577566159
432	0.3573979297
433	0.3570702678
434	0.3567791648
435	0.356406024
436	0.356081178
437	0.3556920539
438	0.3553675062
439	0.3551218184
440	0.3548777034
441	0.3545603988
442	0.3542910678
443	0.3540354184
444	0.3537558289
445	0.3534042119
446	0.3530970427
447	0.3527971441
448	0.3524484779
449	0.3521041318
450	0.3517945205
451	0.3515637843
452	0.3511962736
453	0.3509004752
454	0.3506596985
455	0.3503986479
456	0.3500695822
457	0.3497574643
458	0.3495003193
459	0.3491652443
460	0.3488611515
461	0.3484177861
462	0.3481445798
463	0.3478167887
464	0.3475761155
465	0.34727899
466	0.3470006887
467	0.3465205735
468	0.3462362555
469	0.3459455226
470	0.3456225166
471	0.3453855586
472	0.3451037487
473	0.3448447073
474	0.3445233204
475	0.3441369158
476	0.3438717644
477	0.3434914412
478	0.3432038782
479	0.3427927521
480	0.3424935153
481	0.3421792518
482	0.3419566163
483	0.3417526325
484	0.3413628894
485	0.3411640224
486	0.340759816
487	0.3404195393
488	0.3401052553
489	0.3397770842
490	0.3394716608
491	0.3391443796
492	0.3388568848
493	0.3386140501
494	0.3383194395
495	0.3380943154
496	0.3377936294
497	0.3374926359
498	0.3371718305
499	0.3369230442
500	0.3366936917
501	0.3363927773
502	0.3361031963
503	0.3357954313
504	0.3354596028
505	0.3351764043
506	0.3349179065
507	0.3345968407
508	0.3343021409
509	0.3338026175
510	0.33357328
511	0.3333053621
512	0.3330197684
513	0.3327164104
514	0.3324306783
515	0.3321761015
516	0.3318685786
517	0.3316625692
518	0.3313775196
519	0.3310865156
520	0.3307567404
521	0.3305352967
522	0.3303363804
523	0.3301012615
524	0.3298921029
525	0.3295981231
526	0.329282691
527	0.3289787982
528	0.3286844173
529	0.3284829442
530	0.3282219848
531	0.3279949336
532	0.3277778342
533	0.3275394978
534	0.3273175503
535	0.3270409153
536	0.3267913884
537	0.3265109015
538	0.3262675808
539	0.3259683525
540	0.3256896823
541	0.3254094215
542	0.3251999578
543	0.3248628167
544	0.3245736103
545	0.3242749303
546	0.3240372037
547	0.323723842
548	0.3234703196
549	0.3231901732
550	0.3229730786
551	0.3227632873
552	0.322488607
553	0.3222055077
554	0.3220081619
555	0.3217337391
556	0.3214101941
557	0.3211603172
558	0.3209040765
559	0.3205981444
560	0.3203411522
561	0.3201308026
562	0.3198640742
563	0.3195101628
564	0.3191747715
565	0.3188989013
566	0.318599414
567	0.3183507822
568	0.3180983135
569	0.3178308886
570	0.3176152575
571	0.3173738821
572	0.3170942821
573	0.3168456123
574	0.3166162478
575	0.3163014871
576	0.3159793014
577	0.3157155387
578	0.3154647376
579	0.3152511947
580	0.3150125522
581	0.3147657416
582	0.3145234385
583	0.314289523
584	0.3140006031
585	0.3137678981
586	0.3135224775
587	0.313318151
588	0.3130292883
589	0.3127811799
590	0.3125418702
591	0.3122425679
592	0.3120498992
593	0.3118134171
594	0.3115294783
595	0.3112647367
596	0.3110329437
597	0.3108278962
598	0.3106403651
599	0.3104386111
600	0.3101191842
601	0.309885062
602	0.3096548337
603	0.3093931347
604	0.3091546059
605	0.3088976092
606	0.3086695878
607	0.3084257045
608	0.3082314314
609	0.3079692509
610	0.3077185906
611	0.3074603879
612	0.3071814188
613	0.3068484496
614	0.3066220814
615	0.3063850866
616	0.3061640945
617	0.3058528451
618	0.3056047054
619	0.3053650563
620	0.305187042
621	0.304962292
622	0.3047725824
623	0.3044947183
624	0.3042057537
625	0.3040424506
626	0.3037886988
627	0.303461569
628	0.3031915687
629	0.302914059
630	0.3026939001
631	0.3025144799
632	0.3023467429
633	0.3021345126
634	0.3018898701
635	0.3017033661
636	0.3014392103
637	0.3012290752
638	0.3010613887
639	0.3008281145
640	0.3005732858
641	0.3002753402
642	0.2999891279
643	0.2997346836
644	0.2995363377
645	0.2992381186
646	0.2989816986
647	0.2987598627
648	0.2985632358
649	0.298319793
650	0.2980518423
651	0.2978313573
652	0.2976325369
653	0.2974072155
654	0.2972044304
655	0.2969666169
656	0.2967106774
657	0.2964494502
658	0.2962512508
659	0.2959942178
660	0.295782312
661	0.295555602
662	0.2953557275
663	0.2951954997
664	0.2949926436
665	0.2948142744
666	0.2946058206
667	0.2943204764
668	0.294099662
669	0.2939192988
670	0.2937340952
671	0.2934858125
672	0.2932844985
673	0.2930754447
674	0.2928156651
675	0.2925923558
676	0.2923795038
677	0.2921294534
678	0.2919044316
679	0.291709713
680	0.2915057208
681	0.2912375309
682	0.2910236939
683	0.2908371668
684	0.2905992984
685	0.2903101577
686	0.2901069358
687	0.2898951593
688	0.2896278924
689	0.2894457833
690	0.2891948035
691	0.2889733102
692	0.2887664545
693	0.2885723313
694	0.2883632776
695	0.2881485546
696	0.2879541269
697	0.2876868054
698	0.2874710615
699	0.2872562477
700	0.2870315405
701	0.2868518353
702	0.2866042039
703	0.2864098518
704	0.2861121494
705	0.2858977283
706	0.2856575287
707	0.2854491844
708	0.2852596587
709	0.2850291108
710	0.284802324
711	0.2845763476
712	0.2843968841
713	0.2841416281
714	0.2839130552
715	0.2837498288
716	0.2835077648
717	0.2832664129
718	0.2831014404
719	0.2828900277
720	0.2827161687
721	0.2824920728
722	0.282319808
723	0.2821455897
724	0.2819217468
725	0.2817002552
726	0.2814864707
727	0.2813064274
728	0.2810417719
729	0.2807877464
730	0.280570459
731	0.2803610143
732	0.2801784312
733	0.2800068392
734	0.2798140309
735	0.279577465
736	0.2793989071
737	0.2790841652
738	0.2788735125
739	0.2787043508
740	0.2785270472
741	0.2783506366
742	0.2781767291
743	0.2779904913
744	0.277749896
745	0.2775717573
746	0.2774127119
747	0.2771919184
748	0.2769943693
749	0.2767771576
750	0.2765993958
751	0.2764547916
752	0.2762645376
753	0.2760785376
754	0.2758657917
755	0.2756805139
756	0.2754567308
757	0.2752218806
758	0.2750805109
759	0.2748506087
760	0.27464992
761	0.2744425279
762	0.2742604697
763	0.2740187114
764	0.2738080039
765	0.2735982989
766	0.2734204505
767	0.27329017
768	0.2730614588
769	0.2728243684
770	0.2725993209
771	0.2723991617
772	0.2721943385
773	0.2719696508
774	0.2717781363
775	0.2715608352
776	0.2713621782
777	0.2710687116
778	0.2708949675
779	0.2706363023
780	0.2705064197
781	0.270342647
782	0.2701710224
783	0.2699715391
784	0.2698132803
785	0.2696121263
786	0.2694262384
787	0.2692845472
788	0.2691206578
789	0.2688527265
790	0.2686007461
791	0.2684019905
792	0.2682528492
793	0.2680795734
794	0.2678505721
795	0.2676516214
796	0.2674597012
797	0.2672301963
798	0.2669998018
799	0.2668825967
800	0.2666988171
801	0.2664914596
802	0.2663319648
803	0.2661556246
804	0.2659423874
805	0.2657647599
806	0.2655166482
807	0.2653179324
808	0.2651256193
809	0.264924902
810	0.2647394281
811	0.2645079131
812	0.264316273
813	0.2641235863
814	0.2639306972
815	0.2637454265
816	0.263480135
817	0.2632954539
818	0.2630737559
819	0.2629047019
820	0.2627337646
821	0.2625057293
822	0.2623363947
823	0.2621995086
824	0.2620604577
825	0.2618646581
826	0.261655747
827	0.2614878688
828	0.261305524
829	0.2611090442
830	0.2609551298
831	0.2607367195
832	0.2604939002
833	0.2603153596
834	0.2601210446
835	0.2599576101
836	0.2597839144
837	0.2596244729
838	0.259418084
839	0.2592305126
840	0.2590078646
841	0.2588583214
842	0.2587285555
843	0.2585820297
844	0.2584165502
845	0.2582349066
846	0.2580491698
847	0.2578994738
848	0.2576867524
849	0.2574778303
850	0.2573189957
851	0.2571555454
852	0.2569442911
853	0.2567850066
854	0.2566137925
855	0.2564794244
856	0.2563164249
857	0.2561230328
858	0.255862348
859	0.2556726878
860	0.2554301867
861	0.2551799964
862	0.2549185817
863	0.2547254808
864	0.2545022359
865	0.2543038102
866	0.254112475
867	0.2538716175
868	0.2536750769
869	0.2535375511
870	0.2533683796
871	0.253186122
872	0.253048125
873	0.2528842588
874	0.2527434577
875	0.2525966719
876	0.2524400266
877	0.2522840594
878	0.2521311443
879	0.2519269372
880	0.2517221131
881	0.2515682893
882	0.2513886766
883	0.251206771
884	0.2510177919
885	0.2508574976
886	0.2505990063
887	0.2504723625
888	0.2503129111
889	0.2501205571
890	0.2499592524
891	0.2497996535
892	0.2496435848
893	0.2494544927
894	0.2492571371
895	0.24903307
896	0.2488438909
897	0.2486808381
898	0.2484949569
899	0.2483131999
900	0.2481740627
901	0.2480255021
902	0.2478841342
903	0.2476945606
904	0.2475241783
905	0.2473728865
906	0.2471622739
907	0.2469904488
908	0.2468269014
909	0.2466727557
910	0.2464836081
911	0.2463145636
912	0.2461484992
913	0.2459724202
914	0.2457867348
915	0.2455799998
916	0.2454115957
917	0.2452032619
918	0.2450622808
919	0.2449245773
920	0.2447144439
921	0.2445832892
922	0.2444382201
923	0.2442829041
924	0.2441768723
925	0.2440393451
926	0.2439030534
927	0.2437615885
928	0.2436062219
929	0.2434850939
930	0.2433367754
931	0.2431941498
932	0.2429821072
933	0.2427792117
934	0.2426287331
935	0.2424302626
936	0.2422824515
937	0.2421166254
938	0.2419596696
939	0.2418032512
940	0.2416397093
941	0.2414674738
942	0.2412777344
943	0.2411026568
944	0.2408979524
945	0.2407223336
946	0.2405738462
947	0.2404075152
948	0.2401875012
949	0.2400220407
950	0.2398563716
951	0.2396797904
952	0.2394716648
953	0.239310777
954	0.2391642052
955	0.2390229412
956	0.2388363553
957	0.2387147519
958	0.2385627409
959	0.2383690076
960	0.2382219211
961	0.2380786337
962	0.2378841696
963	0.2377350295
964	0.2375872422
965	0.2374501966
966	0.2372598546
967	0.2371264652
968	0.2369664403
969	0.236783233
970	0.2366334353
971	0.2364666879
972	0.2362845128
973	0.2361134403
974	0.2359520938
975	0.2357929317
976	0.2356410554
977	0.2354948086
978	0.2353499769
979	0.2351689767
980	0.2349844903
981	0.2348305614
982	0.2346376274
983	0.2343754836
984	0.2342283259
985	0.2340774699
986	0.2339203334
987	0.2337005312
988	0.2334945385
989	0.2333210718
990	0.2331522411
991	0.2330265354
992	0.2328678145
993	0.2326932752
994	0.2325357462
995	0.2322931851
996	0.2321398559
997	0.2319935392
998	0.2317713592
999	0.2315939457
